bus_name,base_kv,vm_a_pu,va_a_deg,vm_b_pu,va_b_deg,vm_c_pu,va_c_deg
807,0.416,1.0416,-29.2,0.99858,-150.2,1.055,89.2
808,0.416,1.0417,-29.2,0.99858,-150.2,1.055,89.2
809,0.416,1.0433,-29.1,0.99464,-150.2,1.0554,89.1
810,0.416,1.0433,-29.1,0.9944,-150.1,1.0555,89.1
811,0.416,1.0433,-29.1,0.99456,-150.2,1.0554,89.1
812,0.416,1.043,-29.2,0.99563,-150.2,1.0553,89.1
813,0.416,1.0428,-29.2,0.99641,-150.2,1.0552,89.1
814,0.416,1.0426,-29.2,0.99731,-150.2,1.0551,89.1
815,0.416,1.0425,-29.2,0.99765,-150.2,1.0551,89.1
816,0.416,1.0416,-29.2,0.99858,-150.2,1.055,89.2
817,0.416,1.0417,-29.2,0.99858,-150.2,1.055,89.2
818,0.416,1.0433,-29.1,0.99464,-150.2,1.0554,89.1
819,0.416,1.0434,-29.1,0.99427,-150.1,1.0555,89.1
820,0.416,1.0433,-29.1,0.9944,-150.1,1.0555,89.1
821,0.416,1.043,-29.2,0.99563,-150.2,1.0553,89.1
822,0.416,1.0426,-29.2,0.99731,-150.2,1.0551,89.1
823,0.416,1.0425,-29.2,0.99765,-150.2,1.0551,89.1
824,0.416,1.0416,-29.2,0.99858,-150.2,1.055,89.2
825,0.416,1.0433,-29.1,0.99464,-150.2,1.0554,89.1
826,0.416,1.0434,-29.1,0.99412,-150.1,1.0555,89.1
827,0.416,1.0434,-29.1,0.99427,-150.1,1.0555,89.1
828,0.416,1.043,-29.2,0.99563,-150.2,1.0553,89.1
829,0.416,1.0426,-29.2,0.99731,-150.2,1.0551,89.1
830,0.416,1.0425,-29.2,0.99765,-150.2,1.0551,89.1
831,0.416,1.0416,-29.2,0.99858,-150.2,1.055,89.2
832,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
833,0.416,1.0435,-29.1,0.99401,-150.1,1.0555,89.1
834,0.416,1.0434,-29.1,0.99412,-150.1,1.0555,89.1
835,0.416,1.043,-29.2,0.99563,-150.2,1.0553,89.1
836,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
837,0.416,1.0416,-29.2,0.99858,-150.2,1.055,89.2
838,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
839,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
840,0.416,1.0435,-29.1,0.99401,-150.1,1.0555,89.1
841,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
842,0.416,1.0416,-29.2,0.99858,-150.2,1.055,89.2
843,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
844,0.416,1.0435,-29.1,0.99351,-150.1,1.0555,89.1
845,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
846,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
847,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
848,0.416,1.0416,-29.2,0.99858,-150.2,1.055,89.2
849,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
850,0.416,1.0435,-29.1,0.99346,-150.1,1.0555,89.1
851,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
852,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
853,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
854,0.416,1.0416,-29.2,0.99858,-150.2,1.055,89.2
855,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
856,0.416,1.0435,-29.1,0.99331,-150.1,1.0555,89.1
857,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
858,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
859,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
860,0.416,1.0415,-29.2,0.99858,-150.2,1.055,89.2
861,0.416,1.0416,-29.2,0.99858,-150.2,1.055,89.2
862,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
863,0.416,1.0435,-29.1,0.99313,-150.1,1.0555,89.1
864,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
865,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
866,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
867,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
868,0.416,1.0435,-29.1,0.99311,-150.1,1.0555,89.1
869,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
870,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
871,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
872,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
873,0.416,1.0435,-29.1,0.99308,-150.1,1.0555,89.1
874,0.416,1.0435,-29.1,0.9931,-150.1,1.0555,89.1
875,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
876,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
877,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
878,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
879,0.416,1.0435,-29.1,0.99306,-150.1,1.0555,89.1
880,0.416,1.0435,-29.1,0.99309,-150.1,1.0555,89.1
881,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
882,0.416,1.0435,-29.1,0.99388,-150.1,1.0555,89.1
883,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
884,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
885,0.416,1.0435,-29.1,0.99302,-150.1,1.0555,89.1
886,0.416,1.0435,-29.1,0.99306,-150.1,1.0555,89.1
887,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
888,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
889,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
890,0.416,1.0435,-29.1,0.99297,-150.1,1.0555,89.1
891,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
892,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
893,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
894,0.416,1.0435,-29.1,0.99279,-150.1,1.0555,89.1
895,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
896,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
897,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
898,0.416,1.0431,-29.1,0.99464,-150.2,1.0554,89.1
899,0.416,1.0435,-29.1,0.99246,-150.1,1.0555,89.1
900,0.416,1.0425,-29.2,0.99731,-150.2,1.0551,89.1
901,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
902,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
903,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
904,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
905,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
906,0.416,1.0432,-29.1,0.99464,-150.2,1.0554,89.1
